Date,Name of State/UT,Total Confirmed cases (Indian National),Total Confirmed cases (Foreign National),Cured/Discharged/Migrated,Death,Total Confirmed cases
12-05-2020,Karnataka,862,0,426,31,862
12-05-2020,Kerala,511,8,489,4,519
12-05-2020,Ladakh,42,0,21,0,42
12-05-2020,Madhya Pradesh,3785,0,1747,221,3785
12-05-2020,Maharashtra,23398,3,4786,868,23401
12-05-2020,Manipur,2,0,2,0,2
12-05-2020,Meghalaya,13,0,10,1,13
12-05-2020,Mizoram,1,0,1,0,1
12-05-2020,Odisha,414,0,85,3,414
12-05-2020,Puducherry,12,0,6,0,12
12-05-2020,Punjab,1877,0,168,31,1877
12-05-2020,Rajasthan,3986,2,2264,113,3988
12-05-2020,Tamil Nadu,7996,6,2051,53,8002
12-05-2020,Telengana,1265,10,800,30,1275
12-05-2020,Tripura,152,0,2,0,152
12-05-2020,Uttar Pradesh,3572,1,1758,80,3573
12-05-2020,Uttarakhand,67,1,46,1,68
12-05-2020,West Bengal,2063,0,499,190,2063
13-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
13-05-2020,Andhra Pradesh,2090,0,1056,46,2090
13-05-2020,Arunachal Pradesh,1,0,1,0,1
13-05-2020,Assam,65,0,39,2,65
13-05-2020,Bihar,831,0,383,6,831
13-05-2020,Chandigarh,187,0,28,3,187
13-05-2020,Chhattisgarh,59,0,54,0,59
13-05-2020,Dadar Nagar Haveli,1,0,0,0,1
13-05-2020,Delhi,7638,1,2512,86,7639
13-05-2020,Goa,6,1,7,0,7
13-05-2020,Gujarat,8902,1,3246,537,8903
13-05-2020,Haryana,766,14,342,11,780
13-05-2020,Himachal Pradesh,65,0,39,2,65
13-05-2020,Jammu and Kashmir,934,0,455,10,934
13-05-2020,Jharkhand,172,0,79,3,172
13-05-2020,Karnataka,925,0,433,31,925
13-05-2020,Kerala,516,8,489,4,524
13-05-2020,Ladakh,42,0,21,0,42
13-05-2020,Madhya Pradesh,3986,0,1860,225,3986
13-05-2020,Maharashtra,24424,3,5125,921,24427
13-05-2020,Manipur,2,0,2,0,2
13-05-2020,Meghalaya,13,0,10,1,13
13-05-2020,Mizoram,1,0,1,0,1
13-05-2020,Odisha,437,0,116,3,437
13-05-2020,Puducherry,13,0,9,1,13
13-05-2020,Punjab,1914,0,171,32,1914
13-05-2020,Rajasthan,4124,2,2378,117,4126
13-05-2020,Tamil Nadu,8712,6,2134,61,8718
13-05-2020,Telengana,1316,10,830,32,1326
13-05-2020,Tripura,154,0,2,0,154
13-05-2020,Uttar Pradesh,3663,1,1873,82,3664
13-05-2020,Uttarakhand,68,1,46,1,69
13-05-2020,West Bengal,2173,0,612,198,2173
14-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
14-05-2020,Andhra Pradesh,2137,0,1142,47,2137
14-05-2020,Arunachal Pradesh,1,0,1,0,1
14-05-2020,Assam,80,0,39,2,80
14-05-2020,Bihar,940,0,388,7,940
14-05-2020,Chandigarh,187,0,28,3,187
14-05-2020,Chhattisgarh,59,0,55,0,59
14-05-2020,Dadar Nagar Haveli,1,0,0,0,1
14-05-2020,Delhi,7997,1,2858,106,7998
14-05-2020,Goa,6,1,7,0,7
14-05-2020,Gujarat,9266,1,3562,566,9267
14-05-2020,Haryana,779,14,418,11,793
14-05-2020,Himachal Pradesh,66,0,39,2,66
14-05-2020,Jammu and Kashmir,971,0,466,11,971
14-05-2020,Jharkhand,173,0,79,3,173
14-05-2020,Karnataka,959,0,451,33,959
14-05-2020,Kerala,526,8,490,4,534
14-05-2020,Ladakh,43,0,22,0,43
14-05-2020,Madhya Pradesh,4173,0,2004,232,4173
14-05-2020,Maharashtra,25919,3,5547,975,25922
14-05-2020,Manipur,2,0,2,0,2
14-05-2020,Meghalaya,13,0,10,1,13
14-05-2020,Mizoram,1,0,1,0,1
14-05-2020,Odisha,538,0,143,3,538
14-05-2020,Puducherry,13,0,9,1,13
14-05-2020,Punjab,1924,0,200,32,1924
14-05-2020,Rajasthan,4326,2,2459,121,4328
14-05-2020,Tamil Nadu,9221,6,2176,64,9227
14-05-2020,Telengana,1357,10,940,34,1367
14-05-2020,Tripura,155,0,16,0,155
14-05-2020,Uttar Pradesh,3728,1,1902,83,3729
14-05-2020,Uttarakhand,71,1,46,1,72
14-05-2020,West Bengal,2290,0,702,207,2290
15-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
15-05-2020,Andhra Pradesh,2205,0,1192,48,2205
15-05-2020,Arunachal Pradesh,1,0,1,0,1
15-05-2020,Assam,87,0,39,2,87
15-05-2020,Bihar,994,0,411,7,994
15-05-2020,Chandigarh,191,0,37,3,191
15-05-2020,Chhattisgarh,60,0,56,0,60
15-05-2020,Dadar Nagar Haveli,1,0,0,0,1
15-05-2020,Delhi,8469,1,3045,115,8470
15-05-2020,Goa,13,1,7,0,14
15-05-2020,Gujarat,9590,1,3753,586,9591
15-05-2020,Haryana,804,14,439,11,818
15-05-2020,Himachal Pradesh,74,0,39,2,74
15-05-2020,Jammu and Kashmir,983,0,485,11,983
15-05-2020,Jharkhand,197,0,87,3,197
15-05-2020,Karnataka,987,0,460,35,987
15-05-2020,Kerala,552,8,491,4,560
15-05-2020,Ladakh,43,0,22,0,43
15-05-2020,Madhya Pradesh,4426,0,2171,237,4426
15-05-2020,Maharashtra,27521,3,6059,1019,27524
15-05-2020,Manipur,3,0,2,0,3
15-05-2020,Meghalaya,13,0,11,1,13
15-05-2020,Mizoram,1,0,1,0,1
15-05-2020,Odisha,611,0,158,3,611
15-05-2020,Puducherry,13,0,9,1,13
15-05-2020,Punjab,1935,0,223,32,1935
15-05-2020,Rajasthan,4532,2,2580,125,4534
15-05-2020,Tamil Nadu,9668,6,2240,66,9674
15-05-2020,Telengana,1404,10,950,34,1414
15-05-2020,Tripura,156,0,29,0,156
15-05-2020,Uttar Pradesh,3901,1,2072,88,3902
15-05-2020,Uttarakhand,77,1,50,1,78
15-05-2020,West Bengal,2377,0,768,215,2377
16-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
16-05-2020,Andhra Pradesh,2307,0,1252,48,2307
16-05-2020,Arunachal Pradesh,1,0,1,0,1
16-05-2020,Assam,90,0,41,2,90
16-05-2020,Bihar,1018,0,438,7,1018
16-05-2020,Chandigarh,191,0,37,3,191
16-05-2020,Chhattisgarh,66,0,56,0,66
16-05-2020,Dadar Nagar Haveli,1,0,0,0,1
16-05-2020,Delhi,8894,1,3518,123,8895
16-05-2020,Goa,14,1,7,0,15
16-05-2020,Gujarat,9930,1,4035,606,9931
16-05-2020,Haryana,804,14,439,11,818
16-05-2020,Himachal Pradesh,76,0,39,3,76
16-05-2020,Jammu and Kashmir,1013,0,513,11,1013
16-05-2020,Jharkhand,203,0,87,3,203
16-05-2020,Karnataka,1056,0,480,36,1056
16-05-2020,Kerala,568,8,492,4,576
16-05-2020,Ladakh,43,0,22,0,43
16-05-2020,Madhya Pradesh,4595,0,2283,239,4595
16-05-2020,Maharashtra,29097,3,6564,1068,29100
16-05-2020,Manipur,3,0,2,0,3
16-05-2020,Meghalaya,13,0,11,1,13
16-05-2020,Mizoram,1,0,1,0,1
16-05-2020,Odisha,672,0,166,3,672
16-05-2020,Puducherry,13,0,9,1,13
16-05-2020,Punjab,1935,0,305,32,1935
16-05-2020,Rajasthan,4725,2,2677,125,4727
16-05-2020,Tamil Nadu,10102,6,2599,71,10108
16-05-2020,Telengana,1444,10,959,34,1454
16-05-2020,Tripura,156,0,42,0,156
16-05-2020,Uttar Pradesh,4056,1,2165,95,4057
16-05-2020,Uttarakhand,81,1,51,1,82
16-05-2020,West Bengal,2461,0,829,225,2461
17-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
17-05-2020,Andhra Pradesh,2355,0,1353,49,2355
17-05-2020,Arunachal Pradesh,1,0,1,0,1
17-05-2020,Assam,92,0,41,2,92
17-05-2020,Bihar,1179,0,453,7,1179
17-05-2020,Chandigarh,191,0,51,3,191
17-05-2020,Chhattisgarh,67,0,56,0,67
17-05-2020,Dadar Nagar Haveli,1,0,0,0,1
17-05-2020,Delhi,9332,1,3926,129,9333
17-05-2020,Goa,16,1,7,0,17
17-05-2020,Gujarat,10987,1,4308,625,10988
17-05-2020,Haryana,873,14,514,13,887
17-05-2020,Himachal Pradesh,78,0,43,3,78
17-05-2020,Jammu and Kashmir,1121,0,542,12,1121
17-05-2020,Jharkhand,217,0,113,3,217
17-05-2020,Karnataka,1092,0,496,36,1092
17-05-2020,Kerala,579,8,495,4,587
17-05-2020,Ladakh,43,0,22,0,43
17-05-2020,Madhya Pradesh,4789,0,2315,243,4789
17-05-2020,Maharashtra,30703,3,7088,1135,30706
17-05-2020,Manipur,7,0,2,0,7
17-05-2020,Meghalaya,13,0,11,1,13
17-05-2020,Mizoram,1,0,1,0,1
17-05-2020,Odisha,737,0,196,3,737
17-05-2020,Puducherry,13,0,9,1,13
17-05-2020,Punjab,1946,0,1257,32,1946
17-05-2020,Rajasthan,4958,2,2839,126,4960
17-05-2020,Tamil Nadu,10579,6,3538,74,10585
17-05-2020,Telengana,1499,10,971,34,1509
17-05-2020,Tripura,167,0,64,0,167
17-05-2020,Uttar Pradesh,4257,1,2441,104,4258
17-05-2020,Uttarakhand,87,1,51,1,88
17-05-2020,West Bengal,2576,0,872,232,2576
18-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
18-05-2020,Andhra Pradesh,2407,0,1456,50,2407
18-05-2020,Arunachal Pradesh,1,0,1,0,1
18-05-2020,Assam,101,0,41,2,101
18-05-2020,Bihar,1262,0,475,8,1262
18-05-2020,Chandigarh,191,0,51,3,191
18-05-2020,Chhattisgarh,86,0,59,0,86
18-05-2020,Dadar Nagar Haveli,1,0,0,0,1
18-05-2020,Delhi,10053,1,4485,160,10054
18-05-2020,Goa,28,1,7,0,29
18-05-2020,Gujarat,11378,1,4499,659,11379
18-05-2020,Haryana,896,14,562,14,910
18-05-2020,Himachal Pradesh,80,0,44,3,80
18-05-2020,Jammu and Kashmir,1183,0,575,13,1183
18-05-2020,Jharkhand,223,0,113,3,223
18-05-2020,Karnataka,1147,0,509,37,1147
18-05-2020,Kerala,593,8,497,4,601
18-05-2020,Ladakh,43,0,24,0,43
18-05-2020,Madhya Pradesh,4977,0,2403,248,4977
18-05-2020,Maharashtra,33050,3,7688,1198,33053
18-05-2020,Manipur,7,0,2,0,7
18-05-2020,Meghalaya,13,0,11,1,13
18-05-2020,Mizoram,1,0,1,0,1
18-05-2020,Odisha,828,0,220,4,828
18-05-2020,Puducherry,13,0,9,1,13
18-05-2020,Punjab,1964,0,1366,35,1964
18-05-2020,Rajasthan,5200,2,2992,131,5202
18-05-2020,Tamil Nadu,11218,6,4172,78,11224
18-05-2020,Telengana,1541,10,992,34,1551
18-05-2020,Tripura,167,0,85,0,167
18-05-2020,Uttar Pradesh,4258,1,2441,104,4259
18-05-2020,Uttarakhand,91,1,52,1,92
18-05-2020,West Bengal,2677,0,959,238,2677
19-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
19-05-2020,Andhra Pradesh,2474,0,1552,50,2474
19-05-2020,Arunachal Pradesh,1,0,1,0,1
19-05-2020,Assam,107,0,41,2,107
19-05-2020,Bihar,1391,0,494,9,1391
19-05-2020,Chandigarh,196,0,54,3,196
19-05-2020,Chhattisgarh,93,0,59,0,93
19-05-2020,Dadar Nagar Haveli,1,0,0,0,1
19-05-2020,Delhi,10053,1,4485,168,10054
19-05-2020,Goa,37,1,7,0,38
19-05-2020,Gujarat,11744,1,4804,694,11745
19-05-2020,Haryana,914,14,598,14,928
19-05-2020,Himachal Pradesh,90,0,44,3,90
19-05-2020,Jammu and Kashmir,1289,0,609,15,1289
19-05-2020,Jharkhand,223,0,113,3,223
19-05-2020,Karnataka,1246,0,530,37,1246
19-05-2020,Kerala,622,8,497,4,630
19-05-2020,Ladakh,43,0,41,0,43
19-05-2020,Madhya Pradesh,5236,0,2435,252,5236
19-05-2020,Maharashtra,35055,3,8437,1249,35058
19-05-2020,Manipur,7,0,2,0,7
19-05-2020,Meghalaya,13,0,11,1,13
19-05-2020,Mizoram,1,0,1,0,1
19-05-2020,Odisha,876,0,220,4,876
19-05-2020,Puducherry,18,0,9,1,18
19-05-2020,Punjab,1980,0,1547,37,1980
19-05-2020,Rajasthan,5505,2,3218,138,5507
19-05-2020,Tamil Nadu,11754,6,4406,81,11760
19-05-2020,Telengana,1587,10,1000,35,1597
19-05-2020,Tripura,167,0,85,0,167
19-05-2020,Uttar Pradesh,4604,1,2783,118,4605
19-05-2020,Uttarakhand,92,1,52,1,93
19-05-2020,West Bengal,2825,0,1006,244,2825
20-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
20-05-2020,Andhra Pradesh,2532,0,1621,52,2532
20-05-2020,Arunachal Pradesh,1,0,1,0,1
20-05-2020,Assam,142,0,41,4,142
20-05-2020,Bihar,1498,0,534,9,1498
20-05-2020,Chandigarh,200,0,57,3,200
20-05-2020,Chhattisgarh,101,0,59,0,101
20-05-2020,Dadar Nagar Haveli,1,0,0,0,1
20-05-2020,Delhi,10553,1,4750,168,10554
20-05-2020,Goa,45,1,7,0,46
20-05-2020,Gujarat,12139,1,5043,719,12140
20-05-2020,Haryana,950,14,627,14,964
20-05-2020,Himachal Pradesh,92,0,47,3,92
20-05-2020,Jammu and Kashmir,1317,0,653,17,1317
20-05-2020,Jharkhand,231,0,127,3,231
20-05-2020,Karnataka,1397,0,544,40,1397
20-05-2020,Kerala,634,8,497,4,642
20-05-2020,Ladakh,43,0,43,0,43
20-05-2020,Madhya Pradesh,5465,0,2630,258,5465
20-05-2020,Maharashtra,37133,3,9639,1325,37136
20-05-2020,Manipur,9,0,2,0,9
20-05-2020,Meghalaya,13,0,12,1,13
20-05-2020,Mizoram,1,0,1,0,1
20-05-2020,Odisha,978,0,277,5,978
20-05-2020,Puducherry,18,0,9,1,18
20-05-2020,Punjab,2002,0,1642,38,2002
20-05-2020,Rajasthan,5843,2,3337,143,5845
20-05-2020,Tamil Nadu,12442,6,4895,84,12448
20-05-2020,Telengana,1624,10,1010,38,1634
20-05-2020,Tripura,173,0,116,0,173
20-05-2020,Uttar Pradesh,4925,1,2918,123,4926
20-05-2020,Uttarakhand,110,1,52,1,111
20-05-2020,West Bengal,2961,0,1074,250,2961
21-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
21-05-2020,Andhra Pradesh,2602,0,1640,53,2602
21-05-2020,Arunachal Pradesh,1,0,1,0,1
21-05-2020,Assam,170,0,48,4,170
21-05-2020,Bihar,1674,0,571,10,1674
21-05-2020,Chandigarh,202,0,57,3,202
21-05-2020,Chhattisgarh,115,0,59,0,115
21-05-2020,Dadar Nagar Haveli,1,0,0,0,1
21-05-2020,Delhi,11087,1,5192,176,11088
21-05-2020,Goa,49,1,7,0,50
21-05-2020,Gujarat,12536,1,5219,749,12537
21-05-2020,Haryana,979,14,648,14,993
21-05-2020,Himachal Pradesh,110,0,54,3,110
21-05-2020,Jammu and Kashmir,1390,0,678,18,1390
21-05-2020,Jharkhand,231,0,127,3,231
21-05-2020,Karnataka,1462,0,556,41,1462
21-05-2020,Kerala,658,8,502,4,666
21-05-2020,Ladakh,44,0,43,0,44
21-05-2020,Madhya Pradesh,5735,0,2733,267,5735
21-05-2020,Maharashtra,39294,3,10318,1390,39297
21-05-2020,Manipur,25,0,2,0,25
21-05-2020,Meghalaya,14,0,12,1,14
21-05-2020,Mizoram,1,0,1,0,1
21-05-2020,Odisha,1052,0,307,6,1052
21-05-2020,Puducherry,18,0,9,0,18
21-05-2020,Punjab,2005,0,1794,38,2005
21-05-2020,Rajasthan,6013,2,3404,147,6015
21-05-2020,Tamil Nadu,13185,6,5882,87,13191
21-05-2020,Telengana,1651,10,1015,40,1661
21-05-2020,Tripura,173,0,133,0,173
21-05-2020,Uttar Pradesh,5174,1,3066,127,5175
21-05-2020,Uttarakhand,121,1,53,1,122
21-05-2020,West Bengal,3103,0,1136,253,3103
22-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
22-05-2020,Andhra Pradesh,2647,0,1709,53,2647
22-05-2020,Arunachal Pradesh,1,0,1,0,1
22-05-2020,Assam,203,0,54,4,203
22-05-2020,Bihar,1982,0,593,11,1982
22-05-2020,Chandigarh,217,0,139,3,217
22-05-2020,Chhattisgarh,128,0,59,0,128
22-05-2020,Dadar Nagar Haveli,1,0,0,0,1
22-05-2020,Delhi,11658,1,5567,194,11659
22-05-2020,Goa,51,1,7,0,52
22-05-2020,Gujarat,12904,1,5488,773,12905
22-05-2020,Haryana,1017,14,681,15,1031
22-05-2020,Himachal Pradesh,152,0,59,3,152
22-05-2020,Jammu and Kashmir,1449,0,684,20,1449
22-05-2020,Jharkhand,290,0,129,3,290
22-05-2020,Karnataka,1605,0,571,41,1605
22-05-2020,Kerala,682,8,510,4,690
22-05-2020,Ladakh,44,0,43,0,44
22-05-2020,Madhya Pradesh,5981,0,2843,270,5981
22-05-2020,Maharashtra,41639,3,11726,1454,41642
22-05-2020,Manipur,25,0,2,0,25
22-05-2020,Meghalaya,14,0,12,1,14
22-05-2020,Mizoram,1,0,1,0,1
22-05-2020,Odisha,1103,0,393,7,1103
22-05-2020,Puducherry,20,0,10,0,20
22-05-2020,Punjab,2028,0,1819,39,2028
22-05-2020,Rajasthan,6225,2,3485,151,6227
22-05-2020,Tamil Nadu,13961,6,6282,94,13967
22-05-2020,Telengana,1689,10,1035,45,1699
22-05-2020,Tripura,173,0,148,0,173
22-05-2020,Uttar Pradesh,5514,1,3204,138,5515
22-05-2020,Uttarakhand,145,1,54,1,146
22-05-2020,West Bengal,3197,0,1193,259,3197
23-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
23-05-2020,Andhra Pradesh,2709,0,1763,55,2709
23-05-2020,Arunachal Pradesh,1,0,1,0,1
23-05-2020,Assam,259,0,54,4,259
23-05-2020,Bihar,2177,0,629,11,2177
23-05-2020,Chandigarh,218,0,178,3,218
23-05-2020,Chhattisgarh,172,0,62,0,172
23-05-2020,Dadar Nagar Haveli,1,0,0,0,1
23-05-2020,Delhi,12318,1,5897,208,12319
23-05-2020,Goa,53,1,16,0,54
23-05-2020,Gujarat,13267,1,5880,802,13268
23-05-2020,Haryana,1053,14,706,16,1067
23-05-2020,Himachal Pradesh,168,0,59,3,168
23-05-2020,Jammu and Kashmir,1489,0,720,20,1489
23-05-2020,Jharkhand,308,0,136,3,308
23-05-2020,Karnataka,1743,0,597,41,1743
23-05-2020,Kerala,724,8,512,4,732
23-05-2020,Ladakh,44,0,43,0,44
23-05-2020,Madhya Pradesh,6170,0,3089,272,6170
23-05-2020,Maharashtra,44579,3,12583,1517,44582
23-05-2020,Manipur,26,0,2,0,26
23-05-2020,Meghalaya,14,0,12,1,14
23-05-2020,Mizoram,1,0,1,0,1
23-05-2020,Odisha,1189,0,436,7,1189
23-05-2020,Puducherry,26,0,10,0,26
23-05-2020,Punjab,2029,0,1847,39,2029
23-05-2020,Rajasthan,6492,2,3680,153,6494
23-05-2020,Tamil Nadu,14747,6,7128,98,14753
23-05-2020,Telengana,1751,10,1043,45,1761
23-05-2020,Tripura,175,0,152,0,175
23-05-2020,Uttar Pradesh,5734,1,3238,152,5735
23-05-2020,Uttarakhand,152,1,56,1,153
23-05-2020,West Bengal,3332,0,1221,265,3332
24-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
24-05-2020,Andhra Pradesh,2757,0,1809,56,2757
24-05-2020,Arunachal Pradesh,1,0,1,0,1
24-05-2020,Assam,329,0,55,4,329
24-05-2020,Bihar,2380,0,653,11,2380
24-05-2020,Chandigarh,225,0,179,3,225
24-05-2020,Chhattisgarh,214,0,64,0,214
24-05-2020,Dadar Nagar Haveli,2,0,0,0,2
24-05-2020,Delhi,12909,1,6267,231,12910
24-05-2020,Goa,54,1,16,0,55
24-05-2020,Gujarat,13663,1,6169,829,13664
24-05-2020,Haryana,1117,14,750,16,1131
24-05-2020,Himachal Pradesh,185,0,61,3,185
24-05-2020,Jammu and Kashmir,1569,0,774,21,1569
24-05-2020,Jharkhand,350,0,141,4,350
24-05-2020,Karnataka,1959,0,608,42,1959
24-05-2020,Kerala,787,8,515,4,795
24-05-2020,Ladakh,49,0,43,0,49
24-05-2020,Madhya Pradesh,6371,0,3267,281,6371
24-05-2020,Maharashtra,47187,3,13404,1577,47190
24-05-2020,Manipur,29,0,4,0,29
24-05-2020,Meghalaya,14,0,12,1,14
24-05-2020,Mizoram,1,0,1,0,1
24-05-2020,Odisha,1269,0,497,7,1269
24-05-2020,Puducherry,26,0,10,0,26
24-05-2020,Punjab,2045,0,1870,39,2045
24-05-2020,Rajasthan,6740,2,3786,160,6742
24-05-2020,Sikkim,1,0,0,0,1
24-05-2020,Tamil Nadu,15506,6,7491,103,15512
24-05-2020,Telengana,1803,10,1065,49,1813
24-05-2020,Tripura,189,0,153,0,189
24-05-2020,Uttar Pradesh,6016,1,3406,155,6017
24-05-2020,Uttarakhand,243,1,56,2,244
24-05-2020,West Bengal,3459,0,1281,269,3459
25-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
25-05-2020,Andhra Pradesh,2823,0,1856,56,2823
25-05-2020,Arunachal Pradesh,1,0,1,0,1
25-05-2020,Assam,378,0,55,4,378
25-05-2020,Bihar,2587,0,702,13,2587
25-05-2020,Chandigarh,238,0,186,3,238
25-05-2020,Chhattisgarh,252,0,67,0,252
25-05-2020,Dadar Nagar Haveli,2,0,0,0,2
25-05-2020,Delhi,13417,1,6540,261,13418
25-05-2020,Goa,65,1,19,0,66
25-05-2020,Gujarat,14055,1,6412,858,14056
25-05-2020,Haryana,1170,14,765,16,1184
25-05-2020,Himachal Pradesh,203,0,63,3,203
25-05-2020,Jammu and Kashmir,1621,0,809,21,1621
25-05-2020,Jharkhand,370,0,148,4,370
25-05-2020,Karnataka,2089,0,654,42,2089
25-05-2020,Kerala,839,8,521,4,847
25-05-2020,Ladakh,52,0,43,0,52
25-05-2020,Madhya Pradesh,6665,0,3408,290,6665
25-05-2020,Maharashtra,50228,3,14600,1635,50231
25-05-2020,Manipur,32,0,4,0,32
25-05-2020,Meghalaya,14,0,12,1,14
25-05-2020,Mizoram,1,0,1,0,1
25-05-2020,Odisha,1336,0,550,7,1336
25-05-2020,Puducherry,41,0,12,0,41
25-05-2020,Punjab,2060,0,1898,40,2060
25-05-2020,Rajasthan,7026,2,3848,163,7028
25-05-2020,Sikkim,1,0,0,0,1
25-05-2020,Tamil Nadu,16271,6,8324,111,16277
25-05-2020,Telengana,1844,10,1090,53,1854
25-05-2020,Tripura,191,0,165,0,191
25-05-2020,Uttar Pradesh,6267,1,3538,161,6268
25-05-2020,Uttarakhand,316,1,58,3,317
25-05-2020,West Bengal,3667,0,1339,272,3667
26-05-2020,Andaman and Nicobar Islands,33,0,33,0,33
26-05-2020,Andhra Pradesh,3110,0,1896,56,3110
26-05-2020,Arunachal Pradesh,2,0,1,0,2
26-05-2020,Assam,526,0,62,4,526
26-05-2020,Bihar,2730,0,749,13,2730
26-05-2020,Chandigarh,238,0,186,3,238
26-05-2020,Chhattisgarh,291,0,72,0,291
26-05-2020,Dadar Nagar Haveli,2,0,0,0,2
26-05-2020,Delhi,14052,1,6771,276,14053
26-05-2020,Goa,66,1,19,0,67
26-05-2020,Gujarat,14459,1,6636,888,14460
26-05-2020,Haryana,1170,14,765,16,1184
26-05-2020,Himachal Pradesh,223,0,67,5,223
26-05-2020,Jammu and Kashmir,1668,0,809,23,1668
26-05-2020,Jharkhand,377,0,148,4,377
26-05-2020,Karnataka,2182,0,705,44,2182
26-05-2020,Kerala,888,8,532,5,896
26-05-2020,Ladakh,52,0,43,0,52
26-05-2020,Madhya Pradesh,6859,0,3571,300,6859
26-05-2020,Maharashtra,52664,3,15786,1695,52667
26-05-2020,Manipur,39,0,4,0,39
26-05-2020,Meghalaya,14,0,12,1,14
26-05-2020,Mizoram,1,0,1,0,1
26-05-2020,Nagaland,3,0,0,0,3
26-05-2020,Odisha,1438,0,649,7,1438
26-05-2020,Puducherry,41,0,12,0,41
26-05-2020,Punjab,2060,0,1898,40,2060
26-05-2020,Rajasthan,7298,2,3951,167,7300
26-05-2020,Sikkim,1,0,0,0,1
26-05-2020,Tamil Nadu,17076,6,8731,118,17082
26-05-2020,Telengana,1910,10,1164,56,1920
26-05-2020,Tripura,194,0,165,0,194
26-05-2020,Uttar Pradesh,6531,1,3581,165,6532
26-05-2020,Uttarakhand,348,1,58,3,349
26-05-2020,West Bengal,3816,0,1414,278,3816
